VO2_ins_wl_n;VO2_ins_n;VO2_ins_wl_k;VO2_ins_k;VO2_met_wl_n;VO2_met_n;VO2_met_wl_k;VO2_met_k;vo2IR_ins_wl_n;vo2IR_ins_n;vo2IR_met_wl_n;vo2IR_met_n;vo2IR_met_wl_k;vo2IR_met_k;vo2IR_ins_wl_k;vo2IR_ins_k;Ag_wl_n;Ag_n;Ag_wl_k;Ag_k;Au9nm_wl_n;Au9nm_n;Au9nm_wl_k;Au9nm_k;SiO2_thin_wl_n;SiO2_thin_n;SiO2_thin_wl_k;SiO2_thin_k;SiO2_fused_wl_n;SiO2_fused_n;SiO2_fused_wl_k;SiO2_fused_k;SiO2_wl_n;SiO2_n;TiO2_alpha_wl_n;TiO2_alpha_n;TiO2_A_wl_n;TiO2_A_n;TiO2_alpha_wl_k;TiO2_alpha_k;TiO2_A_wl_k;TiO2_A_k;Cr2O3_wl_n;Cr2O3_n;Cr2O3_wl_k;Cr2O3_k;Si3N4_wl_n;Si3N4_n;Si3N4_wl_k;Si3N4_k;CeO2_wl_n;CeO2_n;CeO2_wl_k;CeO2_k;PET_wl_n;PET_n;PET_wl_k;PET_k;Eye_wl;Eye_sensitivity
;;;;;;;;;;;;;;;;;;;;;;;;2165;1,465044;2165;0;;;;;;;1089,773702;2,305722593;;;1089,773702;0;;;;;;;;;;;;;;;4349,8;1,51763;4349,8;0,00189;;
;;;;;;;;;;;;;;;;;;;;;;;;2170;1,465041;2170;0;;;;;;;1096,065035;2,305229409;;;1096,065035;0;;;;;;;;;;;;;;;4364,4;1,51732;4364,4;0,00203;;
;;;;;;;;;;;;;;;;;;;;;;;;2175;1,465038;2175;0;;;;;;;1102,392687;2,304740501;;;1102,392687;0;;;;;;;;;;;;;;;4379,1;1,51693;4379,1;0,00209;;
;;;;;;;;;;;;;;;;;;;;;;;;2180;1,465035;2180;0;;;;;;;1108,75687;2,304255785;;;1108,75687;0;;;;;;;;;;;;;;;4394;1,51673;4394;0,00199;;
;;;;;;;;;;;;;;;;;;;;;;;;2185;1,465032;2185;0;;;;;;;1115,157793;2,303775182;;;1115,157793;0;;;;;;;;;;;;;;;4408,9;1,51627;4408,9;0,00189;;
;;;;;;;;;;;;;;;;;;;;;;;;2190;1,465029;2190;0;;;;;;;1121,595669;2,303298611;;;1121,595669;0;;;;;;;;;;;;;;;4424;1,51561;4424;0,0018;;
;;;;;;;;;;;;;;;;;;;;;;;;2195;1,465026;2195;0;;;;;;;1128,070712;2,302825992;;;1128,070712;0;;;;;;;;;;;;;;;4439,1;1,5153;4439,1;0,00172;;
;;;;;;;;;;;;;;;;;;;;;;;;2200;1,465023;2200;0;;;;;;;1134,583135;2,302357249;;;1134,583135;0;;;;;;;;;;;;;;;4454,4;1,51524;4454,4;0,00179;;
;;;;;;;;;;;;;;;;;;;;;;;;2205;1,46502;2205;0;;;;;;;1141,133155;2,301892302;;;1141,133155;0;;;;;;;;;;;;;;;4469,7;1,51513;4469,7;0,00199;;
;;;;;;;;;;;;;;;;;;;;;;;;2210;1,465017;2210;0;;;;;;;1147,720988;2,301431076;;;1147,720988;0;;;;;;;;;;;;;;;4485,2;1,51475;4485,2;0,0022;;
;;;;;;;;;;;;;;;;;;;;;;;;2215;1,465015;2215;0;;;;;;;1154,346854;2,300973495;;;1154,346854;0;;;;;;;;;;;;;;;4500,8;1,51422;4500,8;0,00212;;
;;;;;;;;;;;;;;;;;;;;;;;;2220;1,465012;2220;0;;;;;;;1161,010971;2,300519485;;;1161,010971;0;;;;;;;;;;;;;;;4516,5;1,51373;4516,5;0,00184;;
;;;;;;;;;;;;;;;;;;;;;;;;2225;1,465009;2225;0;;;;;;;1167,713561;2,30006897;;;1167,713561;0;;;;;;;;;;;;;;;4532,3;1,51333;4532,3;0,00165;;
;;;;;;;;;;;;;;;;;;;;;;;;2230;1,465006;2230;0;;;;;;;1174,454844;2,299621879;;;1174,454844;0;;;;;;;;;;;;;;;4548,2;1,51285;4548,2;0,00151;;
;;;;;;;;;;;;;;;;;;;;;;;;2235;1,465003;2235;0;;;;;;;1181,235046;2,299178138;;;1181,235046;0;;;;;;;;;;;;;;;4564,2;1,51232;4564,2;0,00167;;
;;;;;;;;;;;;;;;;;;;;;;;;2240;1,465001;2240;0;;;;;;;1188,054391;2,298737676;;;1188,054391;0;;;;;;;;;;;;;;;4580,3;1,51171;4580,3;0,002;;
;;;;;;;;;;;;;;;;;;;;;;;;2245;1,464998;2245;0;;;;;;;1194,913103;2,298300423;;;1194,913103;0;;;;;;;;;;;;;;;4596,5;1,5112;4596,5;0,00211;;
;;;;;;;;;;;;;;;;;;;;;;;;2250;1,464995;2250;0;;;;;;;1201,811412;2,297866307;;;1201,811412;0;;;;;;;;;;;;;;;4612,9;1,51071;4612,9;0,00211;;
;;;;;;;;;;;;;;;;;;;;;;;;2255;1,464993;2255;0;;;;;;;1208,749545;2,297435259;;;1208,749545;0;;;;;;;;;;;;;;;4629,4;1,51029;4629,4;0,0021;;
;;;;;;;;;;;;;;;;;;;;;;;;2260;1,46499;2260;0;;;;;;;1215,727732;2,297007211;;;1215,727732;0;;;;;;;;;;;;;;;4646;1,50998;4646;0,00219;;
;;;;;;;;;;;;;;;;;;;;;;;;2265;1,464987;2265;0;;;;;;;1222,746205;2,296582094;;;1222,746205;0;;;;;;;;;;;;;;;4662,7;1,50967;4662,7;0,00242;;
;;;;;;;;;;;;;;;;;;;;;;;;2270;1,464985;2270;0;;;;;;;1229,805196;2,296159841;;;1229,805196;0;;;;;;;;;;;;;;;4679,5;1,50905;4679,5;0,00262;;
;;;;;;;;;;;;;;;;;;;;;;;;2275;1,464982;2275;0;;;;;;;1236,904939;2,295740384;;;1236,904939;0;;;;;;;;;;;;;;;4696,5;1,50859;4696,5;0,00257;;
;;;;;;;;;;;;;;;;;;;;;;;;2280;1,46498;2280;0;;;;;;;1244,045669;2,295323659;;;1244,045669;0;;;;;;;;;;;;;;;4713,6;1,50843;4713,6;0,00247;;
;;;;;;;;;;;;;;;;;;;;;;;;2285;1,464977;2285;0;;;;;;;1251,227623;2,294909598;;;1251,227623;0;;;;;;;;;;;;;;;4730,8;1,50797;4730,8;0,00265;;
;;;;;;;;;;;;;;;;;;;;;;;;2290;1,464974;2290;0;;;;;;;1258,451039;2,294498138;;;1258,451039;0;;;;;;;;;;;;;;;4748,1;1,50752;4748,1;0,00261;;
;;;;;;;;;;;;;;;;;;;;;;;;2295;1,464972;2295;0;;;;;;;1265,716156;2,294089212;;;1265,716156;0;;;;;;;;;;;;;;;4765,5;1,50711;4765,5;0,00245;;
;;;;;;;;;;;;;;;;;;;;;;;;2300;1,464969;2300;0;;;;;;;1273,023215;2,293682759;;;1273,023215;0;;;;;;;;;;;;;;;4783,1;1,50637;4783,1;0,00255;;
;;;;;;;;;;;;;;;;;;;;;;;;2305;1,464967;2305;0;;;;;;;1280,372458;2,293278713;;;1280,372458;0;;;;;;;;;;;;;;;4800,8;1,50567;4800,8;0,00249;;
;;;;;;;;;;;;;;;;;;;;;;;;2310;1,464964;2310;0;;;;;;;1287,764129;2,292877013;;;1287,764129;0;;;;;;;;;;;;;;;4818,7;1,50559;4818,7;0,00205;;
;;;;;;;;;;;;;;;;;;;;;;;;2315;1,464962;2315;0;;;;;;;1295,198473;2,292477596;;;1295,198473;0;;;;;;;;;;;;;;;4836,7;1,50562;4836,7;0,0018;;
;;;;;;;;;;;;;;;;;;;;;;;;2320;1,464959;2320;0;;;;;;;1302,675735;2,2920804;;;1302,675735;0;;;;;;;;;;;;;;;4854,8;1,50488;4854,8;0,00191;;
;;;;;;;;;;;;;;;;;;;;;;;;2325;1,464957;2325;0;;;;;;;1310,196164;2,291685363;;;1310,196164;0;;;;;;;;;;;;;;;4873;1,50377;4873;0,00182;;
;;;;;;;;;;;;;;;;;;;;;;;;2330;1,464955;2330;0;;;;;;;1317,760009;2,291292426;;;1317,760009;0;;;;;;;;;;;;;;;4891,4;1,50272;4891,4;0,00176;;
;;;;;;;;;;;;;;;;;;;;;;;;2335;1,464952;2335;0;;;;;;;1325,367521;2,290901527;;;1325,367521;0;;;;;;;;;;;;;;;4910;1,50168;4910;0,00191;;
;;;;;;;;;;;;;;;;;;;;;;;;2340;1,46495;2340;0;;;;;;;1333,018951;2,290512606;;;1333,018951;0;;;;;;;;;;;;;;;4928,6;1,50075;4928,6;0,00187;;
;;;;;;;;;;;;;;;;;;;;;;;;2345;1,464947;2345;0;;;;;;;1340,714553;2,290125605;;;1340,714553;0;;;;;;;;;;;;;;;4947,4;1,49966;4947,4;0,00179;;
;;;;;;;;;;;;;;;;;;;;;;;;2350;1,464945;2350;0;;;;;;;1348,454583;2,289740463;;;1348,454583;0;;;;;;;;;;;;;;;4966,4;1,49883;4966,4;0,00213;;
;;;;;;;;;;;;;;;;;;;;;;;;2355;1,464943;2355;0;;;;;;;1356,239296;2,289357122;;;1356,239296;0;;;;;;;;;;;;;;;4985,5;1,49798;4985,5;0,00257;;
;;;;;;;;;;;;;;;;;;;;;;;;2360;1,46494;2360;0;;;;;;;1364,068951;2,288975524;;;1364,068951;0;;;;;;;;;;;;;;;5004,7;1,4971;5004,7;0,0029;;
;;;;;;;;;;;;;;;;;;;;;;;;2365;1,464938;2365;0;;;;;;;1371,943807;2,288595611;;;1371,943807;0;;;;;;;;;;;;;;;5024,1;1,49666;5024,1;0,00314;;
;;;;;;;;;;;;;;;;;;;;;;;;2370;1,464936;2370;0;;;;;;;1379,864125;2,288217325;;;1379,864125;0;;;;;;;;;;;;;;;5043,7;1,49565;5043,7;0,00327;;
;;;;;;;;;;;;;;;;;;;;;;;;2375;1,464933;2375;0;;;;;;;1387,830168;2,287840609;;;1387,830168;0;;;;;;;;;;;;;;;5063,4;1,49399;5063,4;0,00323;;
;;;;;;;;;;;;;;;;;;;;;;;;2380;1,464931;2380;0;;;;;;;1395,842199;2,287465406;;;1395,842199;0;;;;;;;;;;;;;;;5083,2;1,49276;5083,2;0,00349;;
;;;;;;;;;;;;;;;;;;;;;;;;2385;1,464929;2385;0;;;;;;;1403,900484;2,287091659;;;1403,900484;0;;;;;;;;;;;;;;;5103,3;1,49199;5103,3;0,00434;;
;;;;;;;;;;;;;;;;;;;;;;;;2390;1,464927;2390;0;;;;;;;1412,00529;2,286719313;;;1412,00529;0;;;;;;;;;;;;;;;5123,4;1,49154;5123,4;0,0049;;
;;;;;;;;;;;;;;;;;;;;;;;;2395;1,464924;2395;0;;;;;;;1420,156885;2,286348311;;;1420,156885;0;;;;;;;;;;;;;;;5143,8;1,49104;5143,8;0,00474;;
;;;;;;;;;;;;;;;;;;;;;;;;2400;1,464922;2400;0;;;;;;;1428,35554;2,285978598;;;1428,35554;0;;;;;;;;;;;;;;;5164,3;1,49026;5164,3;0,00411;;
;;;;;;;;;;;;;;;;;;;;;;;;2405;1,46492;2405;0;;;;;;;1436,601527;2,285610119;;;1436,601527;0;;;;;;;;;;;;;;;5184,9;1,4892;5184,9;0,00343;;
;;;;;;;;;;;;;;;;;;;;;;;;2410;1,464918;2410;0;;;;;;;1444,895118;2,285242818;;;1444,895118;0;;;;;;;;;;;;;;;5205,7;1,48773;5205,7;0,00297;;
;;;;;;;;;;;;;;;;;;;;;;;;2415;1,464916;2415;0;;;;;;;1453,236588;2,28487664;;;1453,236588;0;;;;;;;;;;;;;;;5226,7;1,48603;5226,7;0,00283;;
;;;;;;;;;;;;;;;;;;;;;;;;2420;1,464913;2420;0;;;;;;;1461,626215;2,284511532;;;1461,626215;6,77294831258e-319;;;;;;;;;;;;;;;5247,9;1,48428;5247,9;0,00281;;
;;;;;;;;;;;;;;;;;;;;;;;;2425;1,464911;2425;0;;;;;;;1470,064275;2,284147438;;;1470,064275;2,69529176719e-314;;;;;;;;;;;;;;;5269,2;1,48241;5269,2;0,00249;;
;;;;;;;;;;;;;;;;;;;;;;;;2430;1,464909;2430;0;;;;;;;1478,551049;2,283784305;;;1478,551049;9,34592844689e-310;;;;;;;;;;;;;;;5290,7;1,48041;5290,7;0,00231;;
;;;;;;;;;;;;;;;;;;;;;;;;2435;1,464907;2435;0;;;;;;;1487,086817;2,283422078;;;1487,086817;2,83E-305;;;;;;;;;;;;;;;5312,4;1,47834;5312,4;0,00252;;
;;;;;;;;;;;;;;;;;;;;;;;;2440;1,464905;2440;0;;;;;;;1495,671863;2,283060705;;;1495,671863;7,49E-301;;;;;;;;;;;;;;;5334,3;1,47578;5334,3;0,00259;;
;;;;;;;;;;;;;;;;;;;;;;;;2445;1,464903;2445;0;;;;;;;1504,306471;2,282700132;;;1504,306471;1,73E-296;;;;;;;;;;;;;;;5356,3;1,47264;5356,3;0,00272;;
;;;;;;;;;;;;;;;;;;;;;;;;2450;1,464901;2450;0;;;;;;;1512,990927;2,282340305;;;1512,990927;3,53E-292;;;;;;;;;;;;;;;5378,5;1,46936;5378,5;0,00291;;
;;;;;;;;;;;;;;;;;;;;;;;;2455;1,464899;2455;0;;;;;;;1521,725519;2,281981172;;;1521,725519;6,30E-288;;;;;;;;;;;;;;;5400,9;1,46589;5400,9;0,00351;;
;;;;;;;;;;;;;;;;;;;;;;;;2460;1,464897;2460;0;;;;;;;1530,510536;2,281622679;;;1530,510536;9,90E-284;;;;;;;;;;;;;;;5423,5;1,4622;5423,5;0,00454;;
;;;;;;;;;;;;;;;;;;;;;;;;2465;1,464895;2465;0;;;;;;;1539,34627;2,281264774;;;1539,34627;1,37E-279;;;;;;;;;;;;;;;5446,3;1,45881;5446,3;0,00526;;
;;;;;;;;;;;;;;;;;;;;;;;;2470;1,464892;2470;0;;;;;;;1548,233013;2,280907403;;;1548,233013;1,68E-275;;;;;;;;;;;;;;;5469,3;1,45491;5469,3;0,00598;;
;;;;;;;;;;;;;;;;;;;;;;;;2475;1,46489;2475;0;;;;;;;1557,17106;2,280550516;;;1557,17106;1,81E-271;;;;;;;;;;;;;;;5492,5;1,45028;5492,5;0,00649;;
;;;;;;;;;;;;;;;;;;;;;;;;2480;1,464888;2480;0;;;;;;;1566,160706;2,280194059;;;1566,160706;1,73E-267;;;;;;;;;;;;;;;5515,9;1,44521;5515,9;0,00669;;
;;;;;;;;;;;;;;;;;;;;;;;;2485;1,464886;2485;0;;;;;;;1575,202251;2,27983798;;;1575,202251;1,47E-263;;;;;;;;;;;;;;;5539,4;1,43918;5539,4;0,00713;;
;;;;;;;;;;;;;;;;;;;;;;;;2490;1,464884;2490;0;;;;;;;1584,295992;2,279482227;;;1584,295992;1,11E-259;;;;;;;;;;;;;;;5563,2;1,43145;5563,2;0,00767;;
;;;;;;;;;;;;;;;;;;;;;;;;2495;1,464882;2495;0;;;;;;;1593,442233;2,279126748;;;1593,442233;7,42E-256;;;;;;;;;;;;;;;5587,2;1,42127;5587,2;0,00835;;
;;;;;;;;;;;;;;;;;;;;;;;;2500;1,464881;2500;0;;;;;;;1602,641275;2,278771492;;;1602,641275;4,43E-252;;;;;;;;;;;;;;;5611,4;1,40911;5611,4;0,00953;;
;;;;;;;;;;;;;;;;;;;;;;;;5000;1,281;5000;0,001;;;;;;;1611,893425;2,278416405;;;1611,893425;2,36E-248;;;;;;;;;;;;;;;5635,8;1,39244;5635,8;0,0115;;
;;;;;;;;;;;;;;;;;;;;;;;;5005;1,281;5005;0,001;;;;;;;1621,198987;2,278061437;;;1621,198987;1,12E-244;;;;;;;;;;;;;;;5660,4;1,36717;5660,4;0,0159;;
;;;;;;;;;;;;;;;;;;;;;;;;5010;1,28;5010;0,001;;;;;;;1630,558271;2,277706535;;;1630,558271;4,76E-241;;;;;;;;;;;;;;;5685,2;1,33151;5685,2;0,0246;;
;;;;;;;;;;;;;;;;;;;;;;;;5015;1,28;5015;0,001;;;;;;;1639,971586;2,277351649;;;1639,971586;1,81E-237;;;;;;;;;;;;;;;5710,3;1,27262;5710,3;0,0564;;
;;;;;;;;;;;;;;;;;;;;;;;;5020;1,28;5020;0,001;;;;;;;1649,439246;2,276996726;;;1649,439246;6,17E-234;;;;;;;;;;;;;;;5735,5;1,19759;5735,5;0,176;;
;;;;;;;;;;;;;;;;;;;;;;;;5025;1,28;5025;0,001;;;;;;;1658,961562;2,276641715;;;1658,961562;1,89E-230;;;;;;;;;;;;;;;5761;1,21707;5761;0,384;;
;;;;;;;;;;;;;;;;;;;;;;;;5030;1,279;5030;0,001;;;;;;;1668,538852;2,276286563;;;1668,538852;5,21E-227;;;;;;;;;;;;;;;5786,7;1,38944;5786,7;0,545;;
;;;;;;;;;;;;;;;;;;;;;;;;5035;1,279;5035;0,001;;;;;;;1678,171432;2,275931221;;;1678,171432;1,29E-223;;;;;;;;;;;;;;;5812,7;1,65093;5812,7;0,529;;
;;;;;;;;;;;;;;;;;;;;;;;;5040;1,279;5040;0,001;;;;;;;1687,859621;2,275575636;;;1687,859621;2,89E-220;;;;;;;;;;;;;;;5838,9;1,831;5838,9;0,313;;
;;;;;;;;;;;;;;;;;;;;;;;;5045;1,279;5045;0,001;;;;;;;1697,603741;2,275219756;;;1697,603741;5,82E-217;;;;;;;;;;;;;;;5865,3;1,80268;5865,3;0,121;;
;;;;;;;;;;;;;;;;;;;;;;;;5051;1,278;5051;0,001;;;;;;;1707,404115;2,27486353;;;1707,404115;1,06E-213;;;;;;;;;;;;;;;5891,9;1,70765;5891,9;0,0469;;
;;;;;;;;;;;;;;;;;;;;;;;;5056;1,278;5056;0,001;;;;;;;1717,261066;2,274506906;;;1717,261066;1,75E-210;;;;;;;;;;;;;;;5918,8;1,65369;5918,8;0,029;;
;;;;;;;;;;;;;;;;;;;;;;;;5061;1,278;5061;0,001;;;;;;;1727,174922;2,274149833;;;1727,174922;2,61E-207;;;;;;;;;;;;;;;5946;1,62648;5946;0,0238;;
;;;;;;;;;;;;;;;;;;;;;;;;5066;1,277;5066;0,001;;;;;;;1737,146012;2,273792258;;;1737,146012;3,54E-204;;;;;;;;;;;;;;;5973,4;1,60708;5973,4;0,0184;;
;;;;;;;;;;;;;;;;;;;;;;;;5071;1,277;5071;0,001;;;;;;;1747,174665;2,273434131;;;1747,174665;4,36E-201;;;;;;;;;;;;;;;6001,1;1,59271;6001,1;0,0136;;
;;;;;;;;;;;;;;;;;;;;;;;;5076;1,277;5076;0,001;;;;;;;1757,261215;2,273075399;;;1757,261215;4,87E-198;;;;;;;;;;;;;;;6029;1,58032;6029;0,0104;;
;;;;;;;;;;;;;;;;;;;;;;;;5081;1,277;5081;0,001;;;;;;;1767,405994;2,27271601;;;1767,405994;4,96E-195;;;;;;;;;;;;;;;6057,1;1,56804;6057,1;0,00875;;
;;;;;;;;;;;;;;;;;;;;;;;;5086;1,276;5086;0,001;;;;;;;1777,609341;2,272355913;;;1777,609341;4,61E-192;;;;;;;;;;;;;;;6085,6;1,55853;6085,6;0,00769;;
;;;;;;;;;;;;;;;;;;;;;;;;5092;1,276;5092;0,001;;;;;;;1787,871591;2,271995055;;;1787,871591;3,90E-189;;;;;;;;;;;;;;;6114,3;1,5517;6114,3;0,00742;;
;;;;;;;;;;;;;;;;;;;;;;;;5097;1,276;5097;0,001;;;;;;;1798,193087;2,271633384;;;1798,193087;3,02E-186;;;;;;;;;;;;;;;6143,3;1,54442;6143,3;0,00777;;
;;;;;;;;;;;;;;;;;;;;;;;;5102;1,275;5102;0,001;;;;;;;1808,574169;2,271270847;;;1808,574169;2,13E-183;;;;;;;;;;;;;;;6172,5;1,53857;6172,5;0,00937;;
;;;;;;;;;;;;;;;;;;;;;;;;5107;1,275;5107;0,001;;;;;;;1819,015181;2,270907393;;;1819,015181;1,38E-180;;;;;;;;;;;;;;;6202;1,53536;6202;0,0102;;
;;;;;;;;;;;;;;;;;;;;;;;;5112;1,275;5112;0,001;;;;;;;1829,516471;2,270542969;;;1829,516471;8,18E-178;;;;;;;;;;;;;;;6231,9;1,532;6231,9;0,00874;;
;;;;;;;;;;;;;;;;;;;;;;;;5118;1,275;5118;0,001;;;;;;;1840,078384;2,270177522;;;1840,078384;4,45E-175;;;;;;;;;;;;;;;6262;1,52563;6262;0,00737;;
;;;;;;;;;;;;;;;;;;;;;;;;5123;1,274;5123;0,001;;;;;;;1850,701273;2,269810999;;;1850,701273;2,22E-172;;;;;;;;;;;;;;;6292,4;1,51833;6292,4;0,00942;;
;;;;;;;;;;;;;;;;;;;;;;;;5128;1,274;5128;0,001;;;;;;;1861,385488;2,269443348;;;1861,385488;1,02E-169;;;;;;;;;;;;;;;6323,1;1,51625;6323,1;0,0146;;
;;;;;;;;;;;;;;;;;;;;;;;;5133;1,274;5133;0,001;;;;;;;1872,131384;2,269074514;;;1872,131384;4,32E-167;;;;;;;;;;;;;;;6354,1;1,51936;6354,1;0,0149;;
;;;;;;;;;;;;;;;;;;;;;;;;5139;1,273;5139;0,001;;;;;;;1882,939316;2,268704445;;;1882,939316;1,68E-164;;;;;;;;;;;;;;;6385,4;1,51856;6385,4;0,00993;;
;;;;;;;;;;;;;;;;;;;;;;;;5144;1,273;5144;0,001;;;;;;;1893,809643;2,268333088;;;1893,809643;6,04E-162;;;;;;;;;;;;;;;6417;1,5128;6417;0,00714;;
;;;;;;;;;;;;;;;;;;;;;;;;5149;1,273;5149;0,001;;;;;;;1904,742726;2,267960387;;;1904,742726;2,00E-159;;;;;;;;;;;;;;;6448,9;1,50701;6448,9;0,00623;;
;;;;;;;;;;;;;;;;;;;;;;;;5155;1,272;5155;0,001;;;;;;;1915,738925;2,26758629;;;1915,738925;6,13E-157;;;;;;;;;;;;;;;6481,1;1,50156;6481,1;0,00603;;
;;;;;;;;;;;;;;;;;;;;;;;;5160;1,272;5160;0,001;;;;;;;1926,798607;2,267210743;;;1926,798607;1,74E-154;;;;;;;;;;;;;;;6513,7;1,49597;6513,7;0,00703;;
;;;;;;;;;;;;;;;;;;;;;;;;5165;1,272;5165;0,001;;;;;;;1937,922137;2,26683369;;;1937,922137;4,55E-152;;;;;;;;;;;;;;;6546,6;1,49177;6546,6;0,00815;;
;;;;;;;;;;;;;;;;;;;;;;;;5171;1,271;5171;0,001;;;;;;;1949,109883;2,266455077;;;1949,109883;1,11E-149;;;;;;;;;;;;;;;6579,8;1,48589;6579,8;0,00935;;
;;;;;;;;;;;;;;;;;;;;;;;;5176;1,271;5176;0,001;;;;;;;1960,362217;2,266074849;;;1960,362217;2,49E-147;;;;;;;;;;;;;;;6613,4;1,48112;6613,4;0,0151;;
;;;;;;;;;;;;;;;;;;;;;;;;5181;1,271;5181;0,001;;;;;;;1971,679512;2,265692952;;;1971,679512;5,22E-145;;;;;;;;;;;;;;;6647,3;1,48466;6647,3;0,02;;
;;;;;;;;;;;;;;;;;;;;;;;;5187;1,271;5187;0,001;;;;;;;1983,062142;2,26530933;;;1983,062142;1,01E-142;;;;;;;;;;;;;;;6681,6;1,48378;6681,6;0,0139;;
;;;;;;;;;;;;;;;;;;;;;;;;5192;1,27;5192;0,001;;;;;;;1994,510485;2,264923926;;;1994,510485;1,83E-140;;;;;;;;;;;;;;;6716,2;1,47153;6716,2;0,0108;;
;;;;;;;;;;;;;;;;;;;;;;;;5198;1,27;5198;0,001;;;;;;;2006,024919;2,264536685;;;2006,024919;3,09E-138;;;;;;;;;;;;;;;6751,2;1,46173;6751,2;0,0184;;
;;;;;;;;;;;;;;;;;;;;;;;;5203;1,27;5203;0,001;;;;;;;2017,605828;2,264147551;;;2017,605828;4,84E-136;;;;;;;;;;;;;;;6786,5;1,46006;6786,5;0,0274;;
;;;;;;;;;;;;;;;;;;;;;;;;5208;1,269;5208;0,001;;;;;;;2029,253593;2,263756467;;;2029,253593;7,09E-134;;;;;;;;;;;;;;;6822,3;1,46002;6822,3;0,0328;;
;;;;;;;;;;;;;;;;;;;;;;;;5214;1,269;5214;0,001;;;;;;;2040,968602;2,263363376;;;2040,968602;9,68E-132;;;;;;;;;;;;;;;6858,3;1,46075;6858,3;0,0377;;
;;;;;;;;;;;;;;;;;;;;;;;;5219;1,269;5219;0,001;;;;;;;2052,751242;2,262968222;;;2052,751242;1,23E-129;;;;;;;;;;;;;;;6894,8;1,46485;6894,8;0,0394;;
;;;;;;;;;;;;;;;;;;;;;;;;5225;1,268;5225;0,001;;;;;;;2064,601905;2,262570945;;;2064,601905;1,47E-127;;;;;;;;;;;;;;;6931,7;1,46618;6931,7;0,0349;;
;;;;;;;;;;;;;;;;;;;;;;;;5230;1,268;5230;0,001;;;;;;;2076,520982;2,262171489;;;2076,520982;1,64E-125;;;;;;;;;;;;;;;6969;1,46021;6969;0,0268;;
;;;;;;;;;;;;;;;;;;;;;;;;5236;1,268;5236;0,001;;;;;;;2088,508868;2,261769794;;;2088,508868;1,72E-123;;;;;;;;;;;;;;;7006,6;1,44202;7006,6;0,021;;
;;;;;;;;;;;;;;;;;;;;;;;;5241;1,267;5241;0,001;;;;;;;2100,565961;2,261365803;;;2100,565961;1,68E-121;;;;;;;;;;;;;;;7044,7;1,41615;7044,7;0,0419;;
;;;;;;;;;;;;;;;;;;;;;;;;5247;1,267;5247;0,001;;;;;;;2112,692661;2,260959456;;;2112,692661;1,55E-119;;;;;;;;;;;;;;;7083,2;1,42705;7083,2;0,0842;;
;;;;;;;;;;;;;;;;;;;;;;;;5252;1,267;5252;0,001;;;;;;;2124,889369;2,260550694;;;2124,889369;1,33E-117;;;;;;;;;;;;;;;7122,1;1,4668;7122,1;0,0853;;
;;;;;;;;;;;;;;;;;;;;;;;;5258;1,266;5258;0,001;;;;;;;2137,156489;2,260139457;;;2137,156489;1,08E-115;;;;;;;;;;;;;;;7161,5;1,47306;7161,5;0,0531;;
;;;;;;;;;;;;;;;;;;;;;;;;5263;1,266;5263;0,001;;;;;;;2149,494428;2,259725684;;;2149,494428;8,24E-114;;;;;;;;;;;;;;;7201,3;1,44888;7201,3;0,0409;;
;;;;;;;;;;;;;;;;;;;;;;;;5269;1,266;5269;0,001;;;;;;;2161,903595;2,259309314;;;2161,903595;5,91E-112;;;;;;;;;;;;;;;7241,5;1,43431;7241,5;0,0556;;
;;;;;;;;;;;;;;;;;;;;;;;;5274;1,265;5274;0,001;;;;;;;2174,3844;2,258890288;;;2174,3844;3,99E-110;;;;;;;;;;;;;;;7282,2;1,44464;7282,2;0,0673;;
;;;;;;;;;;;;;;;;;;;;;;;;5280;1,265;5280;0,001;;;;;;;2186,937258;2,258468542;;;2186,937258;2,54E-108;;;;;;;;;;;;;;;7323,3;1,45459;7323,3;0,0519;;
;;;;;;;;;;;;;;;;;;;;;;;;5285;1,265;5285;0,001;;;;;;;2199,562585;2,258044015;;;2199,562585;1,53E-106;;;;;;;;;;;;;;;7364,9;1,43632;7364,9;0,0303;;
;;;;;;;;;;;;;;;;;;;;;;;;5291;1,264;5291;0,001;;;;;;;2212,260798;2,257616644;;;2212,260798;8,65E-105;;;;;;;;;;;;;;;7407;1,40586;7407;0,0291;;
;;;;;;;;;;;;;;;;;;;;;;;;5297;1,264;5297;0,001;;;;;;;2225,032319;2,257186366;;;2225,032319;4,63E-103;;;;;;;;;;;;;;;7449,6;1,38578;7449,6;0,0381;;
;;;;;;;;;;;;;;;;;;;;;;;;5302;1,264;5302;0,001;;;;;;;2237,877571;2,256753117;;;2237,877571;2,34E-101;;;;;;;;;;;;;;;7492,6;1,36725;7492,6;0,0406;;
;;;;;;;;;;;;;;;;;;;;;;;;5308;1,263;5308;0,001;;;;;;;2250,796979;2,256316834;;;2250,796979;1,12E-99;;;;;;;;;;;;;;;7536,2;1,33474;7536,2;0,0441;;
;;;;;;;;;;;;;;;;;;;;;;;;5313;1,263;5313;0,001;;;;;;;2263,790972;2,255877451;;;2263,790972;5,07E-98;;;;;;;;;;;;;;;7580,3;1,29253;7580,3;0,0635;;
